Nom station de métro,Temps vers station suivante (min)
Porte des Lilas,2
Télégraphe,2
Place des Fêtes,2
Jourdain,2
Pyrénées,2
Belleville,2
Goncourt,2
République,2
Arts et Métiers,2
Rambuteau,2
Hôtel de Ville,2
Châtelet,2
