Nom station de métro,Temps vers station suivante (min)
Victor Hugo,2
Charles de Gaulle - Étoile,2
Ternes,2
Courcelles,2
Monceau,2
Villiers,2
Rome,2
Place de Clichy,2
Blanche,2
Pigalle,2
Anvers,2
Barbès - Rochechouart,2
La Chapelle,2
Stalingrad,2
Jaurès,2
Colonel Fabien,2
Belleville,2
Couronnes,2
Ménilmontant,2
Père Lachaise,2
Philippe Auguste,2
Alexandre Dumas,2
Avron,2
Nation,0
